YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
1988,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1988-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",63,44," "
1988,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1988-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",74,56," "
1988,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1988-10-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,67," "
1988,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1988-11-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,78," "
1988,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1988-11-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,86," "
1988,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1988-11-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,91," "
1989,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1989-09-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,5," "
1989,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1989-09-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,9," "
1989,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1989-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,15," "
1989,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1989-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16,22," "
1989,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1989-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,33," "
1989,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1989-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",46,44," "
1989,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1989-10-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",63,55," "
1989,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1989-10-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,67," "
1989,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1989-11-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,78," "
1989,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1989-11-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,86," "
1989,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1989-11-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,92," "
1990,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1990-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,8," "
1990,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1990-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,13," "
1990,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1990-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14,21," "
1990,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1990-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",23,32," "
1990,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1990-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",32,45," "
1990,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1990-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",47,58," "
1990,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1990-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",64,70," "
1990,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1990-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,80," "
1990,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1990-11-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,88," "
1990,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1990-11-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,92," "
1990,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1990-11-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,96," "
1991,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1991-09-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,4," "
1991,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1991-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,7," "
1991,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1991-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,12," "
1991,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1991-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",36,19," "
1991,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1991-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",49,30," "
1991,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1991-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,44," "
1991,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1991-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",80,58," "
1991,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1991-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,71," "
1991,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1991-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,81," "
1991,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1991-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,88," "
1992,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1992-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,13," "
1992,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1992-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,22," "
1992,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1992-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11,33," "
1992,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1992-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16,48," "
1992,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1992-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,63," "
1992,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1992-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",33,76," "
1992,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1992-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",44,85," "
1992,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1992-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",50,91," "
1992,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1992-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,95," "
1992,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1992-11-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",69,97," "
1992,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1992-11-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,99," "
1992,"US TOTAL","  ","  ","   ","WEEK #49","CORN, GRAIN",1992-12-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,99," "
1992,"US TOTAL","  ","  ","   ","WEEK #50","CORN, GRAIN",1992-12-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,100," "
1993,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1993-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,11," "
1993,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1993-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,17," "
1993,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1993-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",11,26," "
1993,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1993-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",16,38," "
1993,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1993-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,51," "
1993,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1993-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",31,64," "
1993,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1993-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",50,75," "
1993,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1993-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",73,81," "
1993,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1993-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,86," "
1993,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1993-11-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,91," "
1993,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1993-11-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,93," "
1994,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1994-09-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,6," "
1994,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1994-09-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,8," "
1994,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1994-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,13," "
1994,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1994-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",19,20," "
1994,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1994-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,29," "
1994,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1994-10-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",40,40," "
1994,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1994-10-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",52,53," "
1994,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1994-10-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",70,67," "
1994,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1994-11-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,77," "
1994,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1994-11-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,83," "
1994,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1994-11-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,89," "
1995,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1995-09-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,8," "
1995,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1995-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,12," "
1995,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1995-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",17,19," "
1995,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1995-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",25,27," "
1995,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1995-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",41,37," "
1995,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1995-10-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,48," "
1995,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1995-10-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,62," "
1995,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1995-11-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,74," "
1995,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1995-11-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,82," "
1996,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1996-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,7," "
1996,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1996-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,11," "
1996,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1996-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,17," "
1996,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1996-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14,24," "
1996,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1996-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,34," "
1996,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1996-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",30,46," "
1996,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1996-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",45,60," "
1996,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1996-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",64,72," "
1996,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1996-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,81," "
1996,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1996-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,87," "
1996,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1996-11-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,92," "
1996,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1996-12-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,95," "
1997,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1997-09-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2,3," "
1997,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1997-09-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,5," "
1997,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1997-09-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,7," "
1997,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1997-09-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,11," "
1997,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1997-10-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15,16," "
1997,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1997-10-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",27,24," "
1997,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1997-10-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",48,35," "
1997,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1997-10-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,49," "
1997,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1997-11-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,64," "
1997,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1997-11-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,77," "
1997,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1997-11-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,85," "
1997,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1997-11-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,90," "
1997,"US TOTAL","  ","  ","   ","WEEK #48","CORN, GRAIN",1997-11-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,93," "
1998,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1998-09-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,3," "
1998,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1998-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",8,4," "
1998,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1998-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",14,7," "
1998,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1998-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",22,10," "
1998,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1998-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",31,16," "
1998,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1998-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",43,25," "
1998,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1998-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",57,38," "
1998,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1998-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",72,53," "
1998,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1998-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,68," "
1998,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1998-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",90,82," "
1998,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",1998-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,90," "
1998,"US TOTAL","  ","  ","   ","WEEK #47","CORN, GRAIN",1998-11-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,95," "
1999,"US TOTAL","  ","  ","   ","WEEK #35","CORN, GRAIN",1999-09-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,3," "
1999,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",1999-09-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,5," "
1999,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",1999-09-19," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,8," "
1999,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",1999-09-26," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",19,12," "
1999,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",1999-10-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",29,19," "
1999,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",1999-10-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",43,28," "
1999,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",1999-10-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,42," "
1999,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",1999-10-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,57," "
1999,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",1999-10-31," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,72," "
1999,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",1999-11-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,83," "
1999,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",1999-11-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,91," "
2000,"US TOTAL","  ","  ","   ","WEEK #35","CORN, GRAIN",2000-09-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,2," "
2000,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2000-09-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",7,4," "
2000,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2000-09-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",15,7," "
2000,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2000-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",25,12," "
2000,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2000-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,18," "
2000,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2000-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",50,28," "
2000,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2000-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,41," "
2000,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2000-10-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",78,58," "
2000,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2000-10-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,73," "
2000,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2000-11-05," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,83," "
2000,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2000-11-12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,91," "
2001,"US TOTAL","  ","  ","   ","WEEK #36","CORN, GRAIN",2001-09-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",5,5," "
2001,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2001-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,9," "
2001,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2001-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,14," "
2001,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2001-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,22," "
2001,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2001-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",29,31," "
2001,"US TOTAL","  ","  ","   ","WEEK #41","CORN, GRAIN",2001-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,44," "
2001,"US TOTAL","  ","  ","   ","WEEK #42","CORN, GRAIN",2001-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",48,59," "
2001,"US TOTAL","  ","  ","   ","WEEK #43","CORN, GRAIN",2001-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",64,73," "
2001,"US TOTAL","  ","  ","   ","WEEK #44","CORN, GRAIN",2001-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",81,83," "
2001,"US TOTAL","  ","  ","   ","WEEK #45","CORN, GRAIN",2001-11-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,90," "
2001,"US TOTAL","  ","  ","   ","WEEK #46","CORN, GRAIN",2001-11-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,94," "
2002,"US TOTAL","  ","  ","   ","WEEK #37","CORN, GRAIN",2002-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,8," "
2002,"US TOTAL","  ","  ","   ","WEEK #38","CORN, GRAIN",2002-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",13,14," "
2002,"US TOTAL","  ","  ","   ","WEEK #39","CORN, GRAIN",2002-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",20,22," "
2002,"US TOTAL","  ","  ","   ","WEEK #40","CORN, GRAIN",2002-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",28,32," "
